dec,fil,ra,Object
-22.8836,i,341.8445083333333,S230922g
-23.2427,i,338.1883208333333,S230922g
-23.06989,i,340.01089583333334,S230922g
-22.48152,i,345.55880833333333,S230922g
-22.68581,i,343.69214999999997,S230922g
-22.03947,i,333.74679166666664,S230922g
-22.14764,i,331.94710416666663,S230922g
-21.77169,i,337.35550416666666,S230922g
-21.61609,i,339.1704583333333,S230922g
-21.44802,i,340.99648333333323,S230922g
-21.913809999999998,i,335.5486041666666,S230922g
-20.539070000000002,i,332.9565458333333,S230922g
-21.26945,i,342.83554583333336,S230922g
-20.42659,i,334.7467666666666,S230922g
-20.00737,i,340.1638791666666,S230922g
-20.15925,i,338.34845833333327,S230922g
-20.298650000000002,i,336.543075,S230922g
-19.84703,i,341.9943583333333,S230922g
-19.68019,i,343.8398541666666,S230922g
-18.93534,i,333.9622958333333,S230922g
-18.69634,i,337.54082916666664,S230922g
-18.56166,i,339.34569166666665,S230922g
-18.82157,i,335.74702499999995,S230922g
-18.2689,i,342.9985333333333,S230922g
-18.11578,i,344.8504791666667,S230922g
-18.41852,i,341.16459166666664,S230922g
-16.980929999999997,i,340.3442416666666,S230922g
-17.228379999999998,i,336.7445708333333,S230922g
-17.33943,i,334.9623291666666,S230922g
-17.10789,i,338.53787916666664,S230922g
-16.84752,i,342.1666208333333,S230922g
-16.71162,i,344.00502083333333,S230922g
-15.647039999999999,i,337.73845416666666,S230922g
-14.898,i,342.1852666666667,S230922g
-13.459999999999999,i,341.3632666666667,S230922g
-13.568,i,339.57127499999996,S230922g
-14.772,i,344.005275,S230922g
-13.671999999999999,i,337.79427083333326,S230922g
-15.75236,i,335.95769999999993,S230922g
-15.53527,i,339.5322583333333,S230922g
-19.51086,i,345.705375,S230922g
-21.0844,i,344.69262083333325,S230922g
-27.699944444444444,g,337.0440833333333,S230922g 86
-29.128194444444446,g,341.830625,S230922g 86
-32.920833333333334,g,336.42362499999996,S230922g 86
-31.392527777777776,g,335.3824583333333,S230922g 86
-29.349194444444443,g,339.98579166666656,S230922g 86
-18.562361111111112,g,339.3447083333333,S230922g 86
-20.299055555555558,g,336.540625,S230922g 86
-18.419444444444444,g,341.16362499999997,S230922g 86
-17.108611111111113,g,338.5378333333333,S230922g 86
-19.680194444444446,g,343.8372083333333,S230922g 86
-20.159388888888888,g,338.34704166666666,S230922g 86
-23.659138888888886,g,332.74479166666663,S230922g 86
-24.67966666666667,g,334.48216666666667,S230922g 86
-22.040055555555558,g,333.74420833333335,S230922g 86
-28.438194444444445,g,331.6094166666666,S230922g 86
-26.68413888888889,g,334.43224999999995,S230922g 86
-26.805083333333336,g,332.590125,S230922g 86
-24.884083333333333,g,337.2190416666666,S230922g 86
-24.52136111111111,g,340.8732499999999,S230922g 86
-24.71183333333333,g,339.0443333333333,S230922g 86
-29.71625,g,336.2729583333333,S230922g 86
-27.4265,g,342.69562499999995,S230922g 86
-32.556999999999995,g,340.22724999999997,S230922g 86
-30.89377777777778,g,336.31654166666664,S230922g 86
-28.882055555555556,g,343.67258333333325,S230922g 86
-18.935972222222222,g,333.9615833333333,S230922g 86
-15.646944444444443,g,337.7382916666666,S230922g 86
-18.115250000000003,g,344.84983333333327,S230922g 86
-21.08352777777778,g,344.6909999999999,S230922g 86
-19.8465,g,341.99179166666664,S230922g 86
-18.822222222222223,g,335.746125,S230922g 86
-24.315250000000002,g,342.71425,S230922g 86
-22.685083333333335,g,343.68983333333324,S230922g 86
-23.06975,g,340.00833333333327,S230922g 86
-28.33127777777778,g,333.47374999999994,S230922g 86
-14.898166666666667,g,342.18474999999995,S230922g 86
-20.53986111111111,g,332.95441666666665,S230922g 86
-17.228388888888887,g,336.7437916666666,S230922g 86
-14.771611111111111,g,344.004625,S230922g 86
-22.48097222222222,g,345.55829166666666,S230922g 86
-23.24277777777778,g,338.186375,S230922g 86
-21.91369444444444,g,335.54587499999997,S230922g 86
-29.861361111111112,g,334.4017083333333,S230922g 86
-29.546222222222223,g,338.1331666666666,S230922g 86
-24.097027777777775,g,344.56770833333326,S230922g 86
-30.60388888888889,g,342.86424999999997,S230922g 86
-30.841833333333334,g,341.0108333333333,S230922g 86
-31.053083333333333,g,339.1469583333333,S230922g 86
-31.519555555555556,g,333.48033333333325,S230922g 86
-32.75375,g,338.3332083333333,S230922g 86
-13.671888888888889,g,337.7936666666666,S230922g 86
-18.696916666666667,g,337.5387916666666,S230922g 86
-16.847694444444443,g,342.16641666666663,S230922g 86
-16.981666666666666,g,340.34412499999996,S230922g 86
-17.33983333333333,g,334.96237499999995,S230922g 86
-20.007472222222223,g,340.16141666666664,S230922g 86
-20.427222222222223,g,334.7453333333333,S230922g 86
-18.269444444444442,g,342.9970833333333,S230922g 86
-21.61566666666667,g,339.168125,S230922g 86
-21.7715,g,337.35320833333327,S230922g 86
-21.268916666666666,g,342.8333333333333,S230922g 86
-19.51125,g,345.70345833333334,S230922g 86
-22.147777777777776,g,331.94391666666667,S230922g 86
-22.883055555555558,g,341.84270833333335,S230922g 86
-23.87152777777778,g,346.44087499999995,S230922g 86
-26.18177777777778,g,339.9312916666666,S230922g 86
-26.370694444444446,g,338.0991666666667,S230922g 86
-26.538027777777778,g,336.2663333333333,S230922g 86
-25.972583333333333,g,341.7667083333333,S230922g 86
-25.169444444444444,g,333.572875,S230922g 86
-29.977999999999998,g,332.5201666666667,S230922g 86
-27.858583333333335,g,339.0179166666666,S230922g 86
-28.197916666666668,g,335.329,S230922g 86
-27.179722222222225,g,344.53958333333327,S230922g 86
-27.652805555555553,g,340.85695833333324,S230922g 86
-34.26755555555555,g,339.4672083333333,S230922g 86
-19.678972222222225,i,343.84124999999995,S230922g
-13.56875,i,339.5725833333333,S230922g
-32.92305555555555,i,336.42195833333335,S230922g
-13.673333333333332,i,337.79474999999996,S230922g
-13.461444444444444,i,341.364625,S230922g
-14.898888888888889,i,342.18649999999997,S230922g
-19.511055555555554,i,345.70579166666664,S230922g
-15.753722222222223,i,335.95804166666665,S230922g
-21.26913888888889,i,342.83658333333335,S230922g
-20.540111111111113,i,332.9565833333333,S230922g
-23.399833333333333,i,336.37312499999996,S230922g
-22.883944444444445,i,341.84641666666664,S230922g
-23.24277777777778,i,338.18966666666665,S230922g
-22.14863888888889,i,331.9478333333333,S230922g
-21.91433333333333,i,335.54904166666665,S230922g
-24.679861111111112,i,334.4849583333333,S230922g
-23.659527777777775,i,332.74679166666664,S230922g
-27.653888888888886,i,340.8586249999999,S230922g
-25.28136111111111,i,331.74720833333333,S230922g
-25.169972222222224,i,333.575625,S230922g
-29.12838888888889,i,341.8329583333333,S230922g
-28.199555555555555,i,335.33175,S230922g
-29.715666666666667,i,336.275625,S230922g
-27.859944444444444,i,339.02049999999997,S230922g
-15.536138888888889,i,339.5329999999999,S230922g
-15.648083333333332,i,337.73949999999996,S230922g
-18.695722222222223,i,337.54262499999993,S230922g
-18.56136111111111,i,339.34774999999996,S230922g
-16.982277777777774,i,340.3464583333333,S230922g
-16.84808333333333,i,342.1685,S230922g
-17.10888888888889,i,338.53979166666664,S230922g
-21.772277777777777,i,337.3569583333333,S230922g
-20.426333333333336,i,334.748,S230922g
-22.481944444444444,i,345.56016666666665,S230922g
-20.29813888888889,i,336.5441666666666,S230922g
-20.158694444444443,i,338.34970833333335,S230922g
-24.712,i,339.0466666666666,S230922g
-24.521638888888887,i,340.87549999999993,S230922g
-23.538194444444446,i,334.5602083333333,S230922g
-24.316333333333333,i,342.71620833333327,S230922g
-29.349166666666665,i,339.98774999999995,S230922g
-27.859750000000002,i,339.0203333333333,S230922g
-26.683805555555555,i,334.43387499999994,S230922g
-32.75425,i,338.33191666666664,S230922g
-31.520333333333333,i,333.4819999999999,S230922g
-21.084805555555555,i,344.6929166666666,S230922g
-18.26911111111111,i,343.0005833333333,S230922g
-19.846277777777775,i,341.99562499999996,S230922g
-18.116083333333336,i,344.85274999999996,S230922g
-17.229388888888888,i,336.7462083333333,S230922g
-26.182194444444445,i,339.9348333333333,S230922g
-23.07061111111111,i,340.0127083333333,S230922g
-24.88461111111111,i,337.22120833333327,S230922g
-22.68691666666667,i,343.69358333333327,S230922g
-20.006333333333334,i,340.16545833333333,S230922g
-22.04061111111111,i,333.74837499999995,S230922g
-29.545361111111113,i,338.1360833333333,S230922g
-31.392138888888887,i,335.38375,S230922g
-30.89388888888889,i,336.31762499999996,S230922g
-30.840555555555554,i,341.01054166666665,S230922g
-31.052111111111113,i,339.14758333333333,S230922g
-27.426555555555556,i,342.6961666666666,S230922g
-16.712194444444442,i,344.006875,S230922g
-14.772805555555557,i,344.0066666666666,S230922g
-17.340777777777777,i,334.96395833333327,S230922g
-21.448083333333333,i,340.99683333333326,S230922g
-18.935305555555555,i,333.9627499999999,S230922g
-18.418750000000003,i,341.16704166666665,S230922g
-26.537722222222225,i,336.267875,S230922g
-26.371055555555557,i,338.1019166666667,S230922g
-24.098166666666664,i,344.56845833333324,S230922g
-26.805111111111113,i,332.59166666666664,S230922g
-32.55783333333333,i,340.224875,S230922g
-28.43936111111111,i,331.6125,S230922g
-18.821833333333334,i,335.7482083333333,S230922g
-21.61727777777778,i,339.17175,S230922g
-25.973249999999997,i,341.76925,S230922g
-29.97772222222222,i,332.52204166666667,S230922g
-29.860305555555556,i,334.40433333333334,S230922g
-27.700777777777777,i,337.0452083333333,S230922g
-13.459499999999998,g,341.3622083333333,S230922g 86
-15.535416666666666,g,339.53174999999993,S230922g 86
-15.752472222222222,g,335.9575416666666,S230922g 86
-13.567305555555555,g,339.57016666666664,S230922g 86
-16.71161111111111,g,344.0049166666666,S230922g 86
-23.399416666666667,g,336.3697916666667,S230922g 86
-25.28111111111111,g,331.744875,S230922g 86
-21.447944444444445,g,340.99437499999993,S230922g 86
-23.53788888888889,g,334.55816666666664,S230922g 86
