dec,fil,ra,Object
-22.14764,i,331.94710416666663,DESIRT 330 20
-23.538860000000003,i,334.5594,DESIRT 330 20
-23.6592,i,332.7470708333333,DESIRT 330 20
-23.400019999999998,i,336.3718208333333,DESIRT 330 20
-23.2427,i,338.1883208333333,DESIRT 330 20
-21.44802,i,340.99648333333323,DESIRT 330 20
-21.26945,i,342.83554583333336,DESIRT 330 20
-20.539070000000002,i,332.9565458333333,DESIRT 330 20
-21.61609,i,339.1704583333333,DESIRT 330 20
-20.298650000000002,i,336.543075,DESIRT 330 20
-20.42659,i,334.7467666666666,DESIRT 330 20
-20.15925,i,338.34845833333327,DESIRT 330 20
-20.00737,i,340.1638791666666,DESIRT 330 20
-22.03947,i,333.74679166666664,DESIRT 330 20
-21.77169,i,337.35550416666666,DESIRT 330 20
-18.69634,i,337.54082916666664,DESIRT 330 20
-18.82157,i,335.74702499999995,DESIRT 330 20
-18.56166,i,339.34569166666665,DESIRT 330 20
-18.93534,i,333.9622958333333,DESIRT 330 20
-18.41852,i,341.16459166666664,DESIRT 330 20
-18.2689,i,342.9985333333333,DESIRT 330 20
-19.84703,i,341.9943583333333,DESIRT 330 20
-19.68019,i,343.8398541666666,DESIRT 330 20
-14.898,i,342.1852666666667,DESIRT 330 20
-15.647039999999999,i,337.73845416666666,DESIRT 330 20
-17.33943,i,334.9623291666666,DESIRT 330 20
-18.11578,i,344.8504791666667,DESIRT 330 20
-17.228379999999998,i,336.7445708333333,DESIRT 330 20
-17.10789,i,338.53787916666664,DESIRT 330 20
-16.84752,i,342.1666208333333,DESIRT 330 20
-16.71162,i,344.00502083333333,DESIRT 330 20
-16.980929999999997,i,340.3442416666666,DESIRT 330 20
-13.459999999999999,i,341.3632666666667,DESIRT 330 20
-13.671999999999999,i,337.79427083333326,DESIRT 330 20
-14.772,i,344.005275,DESIRT 330 20
-13.568,i,339.57127499999996,DESIRT 330 20
-27.427111111111113,i,342.69833333333327,DESIRT 330 20
-31.51688888888889,i,333.48324999999994,DESIRT 330 20
-15.648305555555556,i,337.7413333333333,DESIRT 330 20
-20.427305555555556,i,334.7497916666666,DESIRT 330 20
-17.339444444444442,i,334.96579166666663,DESIRT 330 20
-13.672527777777777,i,337.79804166666656,DESIRT 330 20
-28.198527777777777,i,335.3328333333333,DESIRT 330 20
-25.28086111111111,i,331.74954166666663,DESIRT 330 20
-23.399444444444445,i,336.3745833333333,DESIRT 330 20
-14.771194444444445,i,344.0082916666666,DESIRT 330 20
-20.007055555555556,i,340.1670833333333,DESIRT 330 20
-20.298722222222224,i,336.5458333333333,DESIRT 330 20
-19.84594444444444,i,341.9972916666666,DESIRT 330 20
-20.158388888888886,i,338.35133333333334,DESIRT 330 20
-23.06986111111111,i,340.014375,DESIRT 330 20
-21.447805555555554,i,340.9996666666666,DESIRT 330 20
-21.269444444444442,i,342.83829166666663,DESIRT 330 20
-26.804805555555557,i,332.59475,DESIRT 330 20
-24.315194444444444,i,342.71745833333324,DESIRT 330 20
-29.5455,i,338.13658333333336,DESIRT 330 20
-27.700333333333333,i,337.0477916666666,DESIRT 330 20
-29.127444444444446,i,341.83225,DESIRT 330 20
-32.921527777777776,i,336.4243333333333,DESIRT 330 20
-13.459027777777777,i,341.3664583333333,DESIRT 330 20
-13.567722222222223,i,339.5742916666666,DESIRT 330 20
-17.108694444444446,i,338.5407916666666,DESIRT 330 20
-16.84863888888889,i,342.16875,DESIRT 330 20
-16.981027777777776,i,340.3462083333333,DESIRT 330 20
-16.711388888888887,i,344.00791666666663,DESIRT 330 20
-18.26925,i,343.0019166666666,DESIRT 330 20
-18.82177777777778,i,335.75012499999997,DESIRT 330 20
-18.562361111111112,i,339.3490833333333,DESIRT 330 20
-21.771277777777776,i,337.3585833333333,DESIRT 330 20
-19.679055555555557,i,343.84333333333336,DESIRT 330 20
-18.935472222222224,i,333.96624999999995,DESIRT 330 20
-22.883333333333333,i,341.84804166666663,DESIRT 330 20
-23.242361111111112,i,338.19141666666667,DESIRT 330 20
-22.039472222222223,i,333.74974999999995,DESIRT 330 20
-21.913777777777778,i,335.55174999999997,DESIRT 330 20
-24.88422222222222,i,337.22362499999997,DESIRT 330 20
-24.679000000000002,i,334.48766666666666,DESIRT 330 20
-24.09675,i,344.5704583333333,DESIRT 330 20
-26.37061111111111,i,338.104,DESIRT 330 20
-26.683888888888887,i,334.4370416666667,DESIRT 330 20
-25.17002777777778,i,333.5775,DESIRT 330 20
-29.715,i,336.27733333333333,DESIRT 330 20
-31.390416666666667,i,335.385625,DESIRT 330 20
-32.55672222222222,i,340.22749999999996,DESIRT 330 20
-30.89236111111111,i,336.31899999999996,DESIRT 330 20
-29.97611111111111,i,332.5230833333333,DESIRT 330 20
-23.658694444444443,i,332.74899999999997,DESIRT 330 20
-23.53825,i,334.56187499999993,DESIRT 330 20
-22.685,i,343.6951249999999,DESIRT 330 20
-24.711583333333333,i,339.04837499999996,DESIRT 330 20
-13.567916666666667,i,339.5738333333333,DESIRT 330 20
-17.228888888888886,i,336.74687499999993,DESIRT 330 20
-18.115361111111113,i,344.85325,DESIRT 330 20
-14.897944444444445,i,342.18887499999994,DESIRT 330 20
-18.696944444444444,i,337.54366666666664,DESIRT 330 20
-20.53913888888889,i,332.95974999999993,DESIRT 330 20
-18.419305555555557,i,341.16754166666664,DESIRT 330 20
-22.481444444444442,i,345.56191666666666,DESIRT 330 20
-22.14772222222222,i,331.94920833333333,DESIRT 330 20
-21.61652777777778,i,339.17316666666665,DESIRT 330 20
-25.972027777777775,i,341.7709166666666,DESIRT 330 20
-26.180944444444446,i,339.9362083333333,DESIRT 330 20
-24.520888888888887,i,340.8778749999999,DESIRT 330 20
-27.859083333333334,i,339.0212916666666,DESIRT 330 20
-29.349527777777777,i,339.9881666666666,DESIRT 330 20
-28.4385,i,331.612875,DESIRT 330 20
-27.69988888888889,i,337.04999999999995,DESIRT 330 20
-26.537055555555558,i,336.27199999999993,DESIRT 330 20
-32.75486111111111,i,338.33449999999993,DESIRT 330 20
-30.840166666666665,i,341.01262499999996,DESIRT 330 20
-31.051222222222222,i,339.15,DESIRT 330 20
-29.859583333333333,i,334.40625,DESIRT 330 20
