dec,fil,ra,Object
-22.555,g,341.68300416666665,S230922g 3013919
-26.319,g,334.31200416666667,S230922g 3013919
-27.701,g,337.0459958333333,S230922g 3013919
-18.443,g,335.6370166666666,S230922g 3013919
-25.668000000000003,g,341.6179958333333,S230922g 3013919
-18.049000000000003,g,341.0030083333333,S230922g 3013919
-29.215,g,337.9929916666666,S230922g 3013919
-27.348,g,340.71599999999995,S230922g 3013919
-18.19,g,339.20401666666663,S230922g 3013919
-25.863000000000003,g,339.79499999999996,S230922g 3013919
-16.598,g,340.1920208333333,S230922g 3013919
-16.724999999999998,g,338.40402083333333,S230922g 3013919
-29.038,g,339.84299999999996,S230922g 3013919
-21.663999999999998,g,333.64400833333326,S230922g 3013919
-24.004,g,342.5489999999999,S230922g 3013919
-29.367,g,336.13198333333327,S230922g 3013919
-16.843,g,336.62701666666663,S230922g 3013919
-17.9,g,342.81601666666666,S230922g 3013919
-16.465,g,341.9930083333333,S230922g 3013919
-26.425,g,332.472,S230922g 3013919
-20.051000000000002,g,334.64200416666665,S230922g 3013919
-30.730999999999998,g,338.9929958333333,S230922g 3013919
-23.279999999999998,g,332.6420083333333,S230922g 3013919
-28.834999999999997,g,341.68499999999995,S230922g 3013919
-24.895,g,331.635,S230922g 3013919
-20.156,g,332.8610083333333,S230922g 3013919
-29.492,g,334.2599833333333,S230922g 3013919
-31.029,g,335.22399166666656,S230922g 3013919
-31.134999999999998,g,333.3189916666666,S230922g 3013919
-27.136,g,342.54499583333325,S230922g 3013919
-22.363000000000003,g,343.5089999999999,S230922g 3013919
-30.894,g,337.1149958333333,S230922g 3013919
-29.589,g,332.3749958333333,S230922g 3013919
-23.793000000000003,g,344.3810083333333,S230922g 3013919
-32.419999999999995,g,338.1579916666667,S230922g 3013919
-28.046000000000003,g,331.47799583333324,S230922g 3013919
-19.326,g,343.64800416666657,S230922g 3013919
-14.898,g,342.1852666666667,S230922g 3013919
-22.16,g,345.34900416666665,S230922g 3013919
-18.551000000000002,g,333.8640166666666,S230922g 3013919
-24.799000000000003,g,333.46099583333324,S230922g 3013919
-21.763,g,331.85000833333334,S230922g 3013919
-13.671999999999999,g,337.79427083333326,S230922g 3013919
-32.565999999999995,g,336.2449791666666,S230922g 3013919
-16.951,g,334.86001666666664,S230922g 3013919
-13.568,g,339.57127499999996,S230922g 3013919
-17.745,g,344.6440208333333,S230922g 3013919
-16.326,g,343.8100208333333,S230922g 3013919
-13.459999999999999,g,341.3632666666667,S230922g 3013919
